WKT,OBJECTID,COD_ESTACI,PromedioDe,VALORACION,UTMX,UTMY,HUSO,NOM_DEMARC
"POINT (366566.999981856 4774049.00001019)","450",NO00810002,1.41400000000,≤ 5 mg/L NO3,366567.00000000000,4774049.00000000000,"30",CHCOcc
"POINT (359252.999984384 4774520.00001903)","451",NO00810003,1.35200000000,≤ 5 mg/L NO3,359253.00000000000,4774520.00000000000,"30",CHCOcc
"POINT (413892.000009891 4775857.00002292)","452",NO00830002,3.32800000000,≤ 5 mg/L NO3,413892.00000000000,4775857.00000000000,"30",CHCOcc
"POINT (186980.999977871 4765660.00001803)","453",NO01000003,0.36266666667,≤ 5 mg/L NO3,186981.00000000000,4765660.00000000000,"30",CHCOcc
"POINT (192713.999996286 4760688.99998473)","454",NO01000004,0.35380000000,≤ 5 mg/L NO3,192714.00000000000,4760689.00000000000,"30",CHCOcc
"POINT (535038.000027626 4775387.00003502)","455",IBA080,7.13125000000,> 5 - 25 mg/L NO3,535038.00000000000,4775387.00000000000,"30",CHCOr
"POINT (504939.000047828 4776386.99998959)","456",NAL260,2.01650000000,≤ 5 mg/L NO3,504939.00000000000,4776387.00000000000,"30",CHCOr
"POINT (506453.999977721 4787726.999976)","457",NO00610003,3.81107142857,≤ 5 mg/L NO3,506454.00000000000,4787727.00000000000,"30",CHCOr
"POINT (501895.000022805 4788552.99995585)","458",NO00610011,3.02362500000,≤ 5 mg/L NO3,501895.00000000000,4788553.00000000000,"30",CHCOr
"POINT (496104.000005867 4783248.00000674)","459",NO00610014,2.34012500000,≤ 5 mg/L NO3,496104.00000000000,4783248.00000000000,"30",CHCOr
"POINT (496042.999969866 4783342.00001996)","460",NO00610015,5.22900000000,> 5 - 25 mg/L NO3,496043.00000000000,4783342.00000000000,"30",CHCOr
"POINT (498700.999970697 4786053.00003209)","461",NO00610024,2.93821428571,≤ 5 mg/L NO3,498701.00000000000,4786053.00000000000,"30",CHCOr
"POINT (526629.000020787 4782636.00000088)","462",NO00620003,4.09600000000,≤ 5 mg/L NO3,526629.00000000000,4782636.00000000000,"30",CHCOr
"POINT (531754.000031894 4779597.00001826)","463",NO00620006,5.46200000000,> 5 - 25 mg/L NO3,531754.00000000000,4779597.00000000000,"30",CHCOr
"POINT (526566.000038068 4781508.00002533)","464",NO00620007,7.21600000000,> 5 - 25 mg/L NO3,526566.00000000000,4781508.00000000000,"30",CHCOr
"POINT (518564.000007707 4783180.00000693)","465",NO00620008,2.80200000000,≤ 5 mg/L NO3,518564.00000000000,4783180.00000000000,"30",CHCOr
"POINT (519894.000010623 4784347.000044)","466",NO00620009,7.46600000000,> 5 - 25 mg/L NO3,519894.00000000000,4784347.00000000000,"30",CHCOr
"POINT (591209.999977214 4785034.99996148)","467",NO00640005,1.56125000000,≤ 5 mg/L NO3,591210.00000000000,4785035.00000000000,"30",CHCOr
"POINT (579095.999957155 4786640.00004905)","468",NO00640009,4.65666666667,≤ 5 mg/L NO3,579096.00000000000,4786640.00000000000,"30",CHCOr
"POINT (583617.999953009 4791023.99997272)","469",NO00640015,2.31750000000,≤ 5 mg/L NO3,583618.00000000000,4791024.00000000000,"30",CHCOr
"POINT (575269.999989544 4782405.00004673)","470",NO00640018,8.68800000000,> 5 - 25 mg/L NO3,575270.00000000000,4782405.00000000000,"30",CHCOr
"POINT (606432.000007718 4791757.99995111)","471",NO00650002,3.04894736842,≤ 5 mg/L NO3,606432.00000000000,4791758.00000000000,"30",CHCOr
"POINT (599766.000034442 4791987.00002796)","472",NO00650006,2.33086956522,≤ 5 mg/L NO3,599766.00000000000,4791987.00000000000,"30",CHCOr
"POINT (597903.999971944 4785240.00001172)","473",NO00650007,2.01625000000,≤ 5 mg/L NO3,597904.00000000000,4785240.00000000000,"30",CHCOr
"POINT (574066.000010964 4774905.99995844)","474",NO00820014,6.73600000000,> 5 - 25 mg/L NO3,574066.00000000000,4774906.00000000000,"30",CHCOr
"POINT (477029.999962135 4772106.00000033)","475",NO00850001,8.64000000000,> 5 - 25 mg/L NO3,477030.00000000000,4772106.00000000000,"30",CHCOr
"POINT (476917.000006206 4778668.00002731)","476",NO00850002,0.95687500000,≤ 5 mg/L NO3,476917.00000000000,4778668.00000000000,"30",CHCOr
"POINT (478891.000013196 4779306.99999053)","477",NO00850003,1.27633333333,≤ 5 mg/L NO3,478891.00000000000,4779307.00000000000,"30",CHCOr
"POINT (515942.999991313 4787038.00004267)","478",NO00850006,6.13200000000,> 5 - 25 mg/L NO3,515943.00000000000,4787038.00000000000,"30",CHCOr
"POINT (504942.999964518 4776400.00004041)","479",NO00860002,2.51500000000,≤ 5 mg/L NO3,504943.00000000000,4776400.00000000000,"30",CHCOr
"POINT (499934.000028139 4769933.99998889)","480",NO00860004,10.05200000000,> 5 - 25 mg/L NO3,499934.00000000000,4769934.00000000000,"30",CHCOr
"POINT (499754.000003727 4770149.99998824)","481",NO00860005,6.37600000000,> 5 - 25 mg/L NO3,499754.00000000000,4770150.00000000000,"30",CHCOr
"POINT (495486.000033227 4766165.99997356)","482",NO00860008,1.57875000000,≤ 5 mg/L NO3,495486.00000000000,4766166.00000000000,"30",CHCOr
"POINT (532322.000000496 4782029.00000619)","483",NO00870002,3.58000000000,≤ 5 mg/L NO3,532322.00000000000,4782029.00000000000,"30",CHCOr
"POINT (535035.000049855 4775385.00001285)","484",NO00870003,9.60400000000,> 5 - 25 mg/L NO3,535035.00000000000,4775385.00000000000,"30",CHCOr
"POINT (563885.000024796 4766151.9999846)","485",NO00880006,2.01600000000,≤ 5 mg/L NO3,563885.00000000000,4766152.00000000000,"30",CHCOr
"POINT (561992.999999424 4768804.9999985)","486",NO00880007,2.98875000000,≤ 5 mg/L NO3,561993.00000000000,4768805.00000000000,"30",CHCOr
"POINT (580516.000014565 4782805.00003641)","487",NO00890001,2.96800000000,≤ 5 mg/L NO3,580516.00000000000,4782805.00000000000,"30",CHCOr
"POINT (575562.000002733 4776035.99998267)","488",NO00890003,5.75750000000,> 5 - 25 mg/L NO3,575562.00000000000,4776036.00000000000,"30",CHCOr
"POINT (575439.9999947 4773740.99999277)","489",NO00890004,4.24800000000,≤ 5 mg/L NO3,575440.00000000000,4773741.00000000000,"30",CHCOr
"POINT (567519.999976794 4768265.00004254)","490",NO00890007,3.26200000000,≤ 5 mg/L NO3,567520.00000000000,4768265.00000000000,"30",CHCOr
"POINT (567606.000037377 4767509.99998097)","491",NO00890008,3.79800000000,≤ 5 mg/L NO3,567606.00000000000,4767510.00000000000,"30",CHCOr
"POINT (571169.000040006 4770275.00003926)","492",NO00890009,2.59500000000,≤ 5 mg/L NO3,571169.00000000000,4770275.00000000000,"30",CHCOr
"POINT (580632.999983079 4769048.00004589)","493",NO00890013,2.82200000000,≤ 5 mg/L NO3,580633.00000000000,4769048.00000000000,"30",CHCOr
"POINT (574357.000026023 4771207.9999733)","494",NO00890015,4.08200000000,≤ 5 mg/L NO3,574357.00000000000,4771208.00000000000,"30",CHCOr
"POINT (613503.999971162 4777610.99999055)","495",NO00900004,3.11800000000,≤ 5 mg/L NO3,613504.00000000000,4777611.00000000000,"30",CHCOr
"POINT (603645.999967577 4776213.00005142)","496",NO00900007,2.05262500000,≤ 5 mg/L NO3,603646.00000000000,4776213.00000000000,"30",CHCOr
"POINT (571918.999990025 4758797.99995871)","497",NO01140001,0.47700000000,≤ 5 mg/L NO3,571919.00000000000,4758798.00000000000,"30",CHCOr
"POINT (539883.000036979 4778873.00000643)","498",AIX-EMB,2.05000000000,≤ 5 mg/L NO3,539883.00000000000,4778873.00000000000,"30",CHCOr
"POINT (542485.000013451 4794806.99999289)","499",ART168,2.38833333333,≤ 5 mg/L NO3,542485.00000000000,4794807.00000000000,"30",CHCOr
"POINT (544277.00003528 4796263.99999995)","500",ART202,2.81166666667,≤ 5 mg/L NO3,544277.00000000000,4796264.00000000000,"30",CHCOr
"POINT (511775.000037975 4792127.99997374)","501",ASU045,6.69333333333,> 5 - 25 mg/L NO3,511775.00000000000,4792128.00000000000,"30",CHCOr
"POINT (505069.000037404 4793251.99998736)","502",ASU160,3.83416666667,≤ 5 mg/L NO3,505069.00000000000,4793252.00000000000,"30",CHCOr
"POINT (488690.999991844 4790876.0000198)","503",BAR126,4.35666666667,≤ 5 mg/L NO3,488691.00000000000,4790876.00000000000,"30",CHCOr
"POINT (490285.000023549 4795424.00004528)","504",BAR190,3.01750000000,≤ 5 mg/L NO3,490285.00000000000,4795424.00000000000,"30",CHCOr
"POINT (553462.000006487 4762273.00003203)","505",BAR-EMB,0.87500000000,≤ 5 mg/L NO3,553462.00000000000,4762273.00000000000,"30",CHCOr
"POINT (515471.000028019 4805437.00001797)","506",BES042,1.38216666667,≤ 5 mg/L NO3,515471.00000000000,4805437.00000000000,"30",CHCOr
"POINT (595535.000009044 4799023.99995693)","507",BJA050,5.07500000000,> 5 - 25 mg/L NO3,595535.00000000000,4799024.00000000000,"30",CHCOr
"POINT (514795.00002287 4798005.99995577)","508",BUT137,3.16500000000,≤ 5 mg/L NO3,514795.00000000000,4798006.00000000000,"30",CHCOr
"POINT (510744.000041427 4801841.00002238)","509",BUT226,4.03636363636,≤ 5 mg/L NO3,510744.00000000000,4801841.00000000000,"30",CHCOr
"POINT (507390.999976741 4802114.00003956)","510",BUT270,3.72333333333,≤ 5 mg/L NO3,507391.00000000000,4802114.00000000000,"30",CHCOr
"POINT (545118.000029774 4772950.99999787)","511",DAG050,2.91333333333,≤ 5 mg/L NO3,545118.00000000000,4772951.00000000000,"30",CHCOr
"POINT (549512.999990913 4772269.00001993)","512",DAN055,4.08625000000,≤ 5 mg/L NO3,549513.00000000000,4772269.00000000000,"30",CHCOr
"POINT (537457.000023969 4767363.00000125)","513",DAR046,3.75500000000,≤ 5 mg/L NO3,537457.00000000000,4767363.00000000000,"30",CHCOr
"POINT (539947.999996815 4778876.00000961)","514",DeAix-E01,2.34545454545,≤ 5 mg/L NO3,539948.00000000000,4778876.00000000000,"30",CHCOr
"POINT (535276.999999943 4760533.99998479)","515",DEB080,1.25083333333,≤ 5 mg/L NO3,535277.00000000000,4760534.00000000000,"30",CHCOr
"POINT (544975.999982319 4770011.99998815)","516",DEB202,8.40916666667,> 5 - 25 mg/L NO3,544976.00000000000,4770012.00000000000,"30",CHCOr
"POINT (547217.999978756 4780729.99999173)","517",DEB348,4.31000000000,≤ 5 mg/L NO3,547218.00000000000,4780730.00000000000,"30",CHCOr
"POINT (549752.000038557 4789309.00004622)","518",DEB492,5.34166666667,> 5 - 25 mg/L NO3,549752.00000000000,4789309.00000000000,"30",CHCOr
"POINT (544534.000018707 4781970.99998531)","519",DEG068,7.98083333333,> 5 - 25 mg/L NO3,544534.00000000000,4781971.00000000000,"30",CHCOr
"POINT (542998.000036321 4762122.99997396)","520",DeUru-E01,2.22636363636,≤ 5 mg/L NO3,542998.00000000000,4762123.00000000000,"30",CHCOr
"POINT (551712.999993531 4787336.99999677)","521",DKI036,4.01833333333,≤ 5 mg/L NO3,551713.00000000000,4787337.00000000000,"30",CHCOr
"POINT (547754.000036881 4795985.99998673)","522",DMI064,2.51650000000,≤ 5 mg/L NO3,547754.00000000000,4795986.00000000000,"30",CHCOr
"POINT (546109.000030989 4764637.99997071)","523",DOA124,2.27333333333,≤ 5 mg/L NO3,546109.00000000000,4764638.00000000000,"30",CHCOr
"POINT (545389.000010664 4768140.99996309)","524",DOI095,1.84125000000,≤ 5 mg/L NO3,545389.00000000000,4768141.00000000000,"30",CHCOr
"POINT (546577.000026829 4775062.00002439)","525",DUB042,6.27375000000,> 5 - 25 mg/L NO3,546577.00000000000,4775062.00000000000,"30",CHCOr
"POINT (500564.000047953 4791882.0000013)","526",GAL095,2.91916666667,≤ 5 mg/L NO3,500564.00000000000,4791882.00000000000,"30",CHCOr
"POINT (500033.000015062 4798370.00001643)","527",GOB082,5.15333333333,> 5 - 25 mg/L NO3,500033.00000000000,4798370.00000000000,"30",CHCOr
"POINT (562907.999981946 4775372.99997328)","528",IBA-EMB,1.45000000000,≤ 5 mg/L NO3,562908.00000000000,4775373.00000000000,"30",CHCOr
"POINT (540003.999996215 4799005.99997442)","529",LEA196,2.62416666667,≤ 5 mg/L NO3,540004.00000000000,4799006.00000000000,"30",CHCOr
"POINT (533877.999996959 4802030.00000211)","530",LEX036,1.64166666667,≤ 5 mg/L NO3,533878.00000000000,4802030.00000000000,"30",CHCOr
"POINT (590409.000029882 4795109.9999507)","531",OIA102,3.79666666667,≤ 5 mg/L NO3,590409.00000000000,4795110.00000000000,"30",CHCOr
"POINT (496241.999987316 4790826.99999424)","532",OIO-EMB,2.82857142857,≤ 5 mg/L NO3,496242.00000000000,4790827.00000000000,"30",CHCOr
"POINT (525449.000018976 4791273.00001235)","533",OKA066,2.94666666667,≤ 5 mg/L NO3,525449.00000000000,4791273.00000000000,"30",CHCOr
"POINT (525305.999986399 4793199.00004818)","534",OKA075,3.33666666667,≤ 5 mg/L NO3,525306.00000000000,4793199.00000000000,"30",CHCOr
"POINT (526420.000027772 4794993.0000151)","535",OKA114,3.15769230769,≤ 5 mg/L NO3,526420.00000000000,4794993.00000000000,"30",CHCOr
"POINT (527259.000042273 4796455.99994903)","536",OKG120,1.62033333333,≤ 5 mg/L NO3,527259.00000000000,4796456.00000000000,"30",CHCOr
"POINT (524068.000008642 4801621.00001807)","537",OKM056,1.09400000000,≤ 5 mg/L NO3,524068.00000000000,4801621.00000000000,"30",CHCOr
"POINT (521931.999998888 4806020.99995393)","538",OKR020,2.03216666667,≤ 5 mg/L NO3,521932.00000000000,4806021.00000000000,"30",CHCOr
"POINT (567556.000000604 4792007.99995869)","539",OZI042,5.05750000000,> 5 - 25 mg/L NO3,567556.00000000000,4792008.00000000000,"30",CHCOr
"POINT (564106.000012212 4788455.99998666)","540",UAL090,5.83500000000,> 5 - 25 mg/L NO3,564106.00000000000,4788456.00000000000,"30",CHCOr
"POINT (561678.000038777 4778311.00004442)","541",UIB106,3.56500000000,≤ 5 mg/L NO3,561678.00000000000,4778311.00000000000,"30",CHCOr
"POINT (560460.000044394 4780333.99997161)","542",UIB154,4.04000000000,≤ 5 mg/L NO3,560460.00000000000,4780334.00000000000,"30",CHCOr
"POINT (579375.999998348 4794591.99998252)","543",UIG052,8.03166666667,> 5 - 25 mg/L NO3,579376.00000000000,4794592.00000000000,"30",CHCOr
"POINT (553500.999973786 4762221.9999847)","544",UlBar-R03,1.11000000000,≤ 5 mg/L NO3,553501.00000000000,4762222.00000000000,"30",CHCOr
"POINT (562827.000017372 4775322.00001237)","545",UlIba-E01,2.00181818182,≤ 5 mg/L NO3,562827.00000000000,4775322.00000000000,"30",CHCOr
"POINT (543139.999955758 4763533.00005277)","546",URK-EMB,0.44500000000,≤ 5 mg/L NO3,543140.00000000000,4763533.00000000000,"30",CHCOr
"POINT (554498.999978703 4769091.00002845)","547",URO106,2.08875000000,≤ 5 mg/L NO3,554499.00000000000,4769091.00000000000,"30",CHCOr
"POINT (555419.999995089 4773092.99999993)","548",URO158,10.10666666670,> 5 - 25 mg/L NO3,555420.00000000000,4773093.00000000000,"30",CHCOr
"POINT (552753.999978753 4775715.99997562)","549",URO210,6.81875000000,> 5 - 25 mg/L NO3,552754.00000000000,4775716.00000000000,"30",CHCOr
"POINT (558617.999961674 4780579.00002708)","550",URO320,4.98375000000,≤ 5 mg/L NO3,558618.00000000000,4780579.00000000000,"30",CHCOr
"POINT (560238.00003985 4786141.00000463)","551",URO400,9.16000000000,> 5 - 25 mg/L NO3,560238.00000000000,4786141.00000000000,"30",CHCOr
"POINT (562149.000040528 4790750.99996239)","552",URO520,7.15416666667,> 5 - 25 mg/L NO3,562149.00000000000,4790751.00000000000,"30",CHCOr
"POINT (237088.999995044 4651635.00002885)","553","210001",2.27500000000,≤ 5 mg/L NO3,237089.00000000000,4651635.00000000000,"30",CHD
"POINT (204763.999987648 4490064.00002308)","554","210003",0.22250000000,≤ 5 mg/L NO3,204764.00000000000,4490064.00000000000,"30",CHD
"POINT (195604.000011824 4572127.00001103)","555","210004",4.70000000000,≤ 5 mg/L NO3,195604.00000000000,4572127.00000000000,"30",CHD
"POINT (472249.000028342 4677927.00004552)","556","210006",0.15000000000,≤ 5 mg/L NO3,472249.00000000000,4677927.00000000000,"30",CHD
"POINT (287124.999994213 4637180.99995581)","557","210007",2.20000000000,≤ 5 mg/L NO3,287125.00000000000,4637181.00000000000,"30",CHD
"POINT (278489.999987802 4456654.0000068)","558","210008",0.63333333333,≤ 5 mg/L NO3,278490.00000000000,4456654.00000000000,"30",CHD
"POINT (262529.999996155 4753236.99996729)","559","210010",0.44750000000,≤ 5 mg/L NO3,262530.00000000000,4753237.00000000000,"30",CHD
"POINT (345814.999966532 4649481.00003303)","560","210011",0.15000000000,≤ 5 mg/L NO3,345815.00000000000,4649481.00000000000,"30",CHD
"POINT (426914.000017553 4574110.99998588)","561","210013",3.74250000000,≤ 5 mg/L NO3,426914.00000000000,4574111.00000000000,"30",CHD
"POINT (357828.000014643 4752312.00003898)","562","210014",0.33000000000,≤ 5 mg/L NO3,357828.00000000000,4752312.00000000000,"30",CHD
"POINT (186104.999998323 4671249.00003586)","563","210015",0.15000000000,≤ 5 mg/L NO3,186105.00000000000,4671249.00000000000,"30",CHD
"POINT (274056.000017376 4756540.00003506)","564","210016",0.19750000000,≤ 5 mg/L NO3,274056.00000000000,4756540.00000000000,"30",CHD
"POINT (208286.999968756 4657977.99995871)","565","210017",0.36250000000,≤ 5 mg/L NO3,208287.00000000000,4657978.00000000000,"30",CHD
"POINT (374692.000042902 4747375.99998432)","566","210020",0.26000000000,≤ 5 mg/L NO3,374692.00000000000,4747376.00000000000,"30",CHD
"POINT (236461.999995993 4608091.00001431)","567","210021",6.15000000000,> 5 - 25 mg/L NO3,236462.00000000000,4608091.00000000000,"30",CHD
"POINT (520940.999977845 4633867.00002702)","568","210022",0.15000000000,≤ 5 mg/L NO3,520941.00000000000,4633867.00000000000,"30",CHD
"POINT (326663.999985949 4768278.00001539)","569","210023",1.02250000000,≤ 5 mg/L NO3,326664.00000000000,4768278.00000000000,"30",CHD
"POINT (293473.999974992 4733299.00000821)","570","210024",0.60750000000,≤ 5 mg/L NO3,293474.00000000000,4733299.00000000000,"30",CHD
"POINT (315564.999993826 4764392.00003239)","571","210025",0.91750000000,≤ 5 mg/L NO3,315565.00000000000,4764392.00000000000,"30",CHD
"POINT (348568.999960609 4765836.99999737)","572","210026",0.55500000000,≤ 5 mg/L NO3,348569.00000000000,4765837.00000000000,"30",CHD
"POINT (379576.00003037 4747743.99996494)","573","210027",0.75000000000,≤ 5 mg/L NO3,379576.00000000000,4747744.00000000000,"30",CHD
"POINT (255325.000034091 4738085.99995384)","574","210028",0.58750000000,≤ 5 mg/L NO3,255325.00000000000,4738086.00000000000,"30",CHD
"POINT (285064.000008051 4744123.00001805)","575","210029",0.96750000000,≤ 5 mg/L NO3,285064.00000000000,4744123.00000000000,"30",CHD
"POINT (358170.999968043 4707286.99995846)","576","210031",1.65000000000,≤ 5 mg/L NO3,358171.00000000000,4707287.00000000000,"30",CHD
"POINT (291314.999991991 4711195.00001334)","577","210035",4.50000000000,≤ 5 mg/L NO3,291315.00000000000,4711195.00000000000,"30",CHD
"POINT (265920.000000149 4713891.00002419)","578","210036",1.94500000000,≤ 5 mg/L NO3,265920.00000000000,4713891.00000000000,"30",CHD
"POINT (284767.999998742 4720733.99999705)","579","210037",1.01250000000,≤ 5 mg/L NO3,284768.00000000000,4720734.00000000000,"30",CHD
"POINT (311717.000040212 4715949.99997676)","580","210038",2.40000000000,≤ 5 mg/L NO3,311717.00000000000,4715950.00000000000,"30",CHD
"POINT (394943.999980023 4729032.00004685)","581","210039",1.52575000000,≤ 5 mg/L NO3,394944.00000000000,4729032.00000000000,"30",CHD
"POINT (387233.000014439 4706677.99997597)","582","210040",13.45000000000,> 5 - 25 mg/L NO3,387233.00000000000,4706678.00000000000,"30",CHD
"POINT (250524.000021301 4713900.00004505)","583","210041",4.05000000000,≤ 5 mg/L NO3,250524.00000000000,4713900.00000000000,"30",CHD
"POINT (332561.000003476 4700575.99999654)","584","210046",2.67500000000,≤ 5 mg/L NO3,332561.00000000000,4700576.00000000000,"30",CHD
"POINT (391870.000029987 4696170.00000174)","585","210048",7.90000000000,> 5 - 25 mg/L NO3,391870.00000000000,4696170.00000000000,"30",CHD
"POINT (414697.000043367 4699782.99996423)","586","210049",15.73333333330,> 5 - 25 mg/L NO3,414697.00000000000,4699783.00000000000,"30",CHD
"POINT (451124.999975093 4686368.00000916)","587","210050",6.37500000000,> 5 - 25 mg/L NO3,451125.00000000000,4686368.00000000000,"30",CHD
"POINT (263409.000001405 4693141.00001306)","588","210054",7.05000000000,> 5 - 25 mg/L NO3,263409.00000000000,4693141.00000000000,"30",CHD
"POINT (248902.000031245 4689687.00003287)","589","210055",3.59500000000,≤ 5 mg/L NO3,248902.00000000000,4689687.00000000000,"30",CHD
"POINT (287566.999963441 4669273.99997672)","590","210058",6.13750000000,> 5 - 25 mg/L NO3,287567.00000000000,4669274.00000000000,"30",CHD
"POINT (371987.999993684 4670665.00002359)","591","210061",4.12500000000,≤ 5 mg/L NO3,371988.00000000000,4670665.00000000000,"30",CHD
"POINT (404454.000045271 4683842.00001011)","592","210062",14.27500000000,> 5 - 25 mg/L NO3,404454.00000000000,4683842.00000000000,"30",CHD
"POINT (388014.000042513 4693895.9999824)","593","210063",3.42500000000,≤ 5 mg/L NO3,388014.00000000000,4693896.00000000000,"30",CHD
"POINT (431781.99997784 4685287.99995895)","594","210064",12.95454545450,> 5 - 25 mg/L NO3,431782.00000000000,4685288.00000000000,"30",CHD
"POINT (433993.999968983 4701748.00000858)","595","210065",26.50000000000,> 25 mg/L NO3,433994.00000000000,4701748.00000000000,"30",CHD
"POINT (180891.999992441 4543791.00000629)","596","210067",2.41250000000,≤ 5 mg/L NO3,180892.00000000000,4543791.00000000000,"30",CHD
"POINT (199341.000047373 4664524.99997395)","597","210068",0.64250000000,≤ 5 mg/L NO3,199341.00000000000,4664525.00000000000,"30",CHD
"POINT (273313.999980706 4658077.00000044)","598","210069",11.50000000000,> 5 - 25 mg/L NO3,273314.00000000000,4658077.00000000000,"30",CHD
"POINT (266245.999978182 4663991.00000746)","599","210070",1.11000000000,≤ 5 mg/L NO3,266246.00000000000,4663991.00000000000,"30",CHD
"POINT (293447.999975284 4660097.99995432)","600","210071",4.82500000000,≤ 5 mg/L NO3,293448.00000000000,4660098.00000000000,"30",CHD
"POINT (373612.000021864 4660289.00000031)","601","210073",5.62500000000,> 5 - 25 mg/L NO3,373612.00000000000,4660289.00000000000,"30",CHD
"POINT (350230.99999025 4659893.99996201)","602","210074",3.68750000000,≤ 5 mg/L NO3,350231.00000000000,4659894.00000000000,"30",CHD
"POINT (397194.999954799 4672477.99997718)","603","210075",8.37500000000,> 5 - 25 mg/L NO3,397195.00000000000,4672478.00000000000,"30",CHD
"POINT (375083.999987298 4652874.00001831)","604","210076",2.61250000000,≤ 5 mg/L NO3,375084.00000000000,4652874.00000000000,"30",CHD
"POINT (131316.000004379 4644207.00003607)","605","210077",3.45500000000,≤ 5 mg/L NO3,131316.00000000000,4644207.00000000000,"30",CHD
"POINT (148413.000046587 4660205.99995176)","606","210078",1.51250000000,≤ 5 mg/L NO3,148413.00000000000,4660206.00000000000,"30",CHD
"POINT (176784.00001279 4660528.999973)","607","210079",0.37075000000,≤ 5 mg/L NO3,176784.00000000000,4660529.00000000000,"30",CHD
"POINT (206785.000021758 4644223.00000362)","608","210080",0.17475000000,≤ 5 mg/L NO3,206785.00000000000,4644223.00000000000,"30",CHD
"POINT (242608.000039494 4654038.99999811)","609","210081",0.30750000000,≤ 5 mg/L NO3,242608.00000000000,4654039.00000000000,"30",CHD
"POINT (278717.999995299 4647201.00003874)","610","210082",7.05000000000,> 5 - 25 mg/L NO3,278718.00000000000,4647201.00000000000,"30",CHD
"POINT (272569.999999581 4641094.99995185)","611","210083",4.82500000000,≤ 5 mg/L NO3,272570.00000000000,4641095.00000000000,"30",CHD
"POINT (336915.000030646 4659014.00001145)","612","210085",6.20000000000,> 5 - 25 mg/L NO3,336915.00000000000,4659014.00000000000,"30",CHD
"POINT (321172.999958215 4630798.99995948)","613","210086",6.27500000000,> 5 - 25 mg/L NO3,321173.00000000000,4630799.00000000000,"30",CHD
"POINT (374035.999991075 4646277.00002921)","614","210087",6.87500000000,> 5 - 25 mg/L NO3,374036.00000000000,4646277.00000000000,"30",CHD
"POINT (369518.999966914 4631820.00001916)","615","210088",4.78333333333,≤ 5 mg/L NO3,369519.00000000000,4631820.00000000000,"30",CHD
"POINT (385834.000018797 4648312.00001367)","616","210089",11.92500000000,> 5 - 25 mg/L NO3,385834.00000000000,4648312.00000000000,"30",CHD
"POINT (391416.000038585 4646697.99998319)","617","210090",10.22083333330,> 5 - 25 mg/L NO3,391416.00000000000,4646698.00000000000,"30",CHD
"POINT (506390.000045993 4646226.99998373)","618","210092",0.15000000000,≤ 5 mg/L NO3,506390.00000000000,4646227.00000000000,"30",CHD
"POINT (238252.999976559 4623123.9999869)","619","210093",0.92500000000,≤ 5 mg/L NO3,238253.00000000000,4623124.00000000000,"30",CHD
"POINT (361320.999952897 4619696.99999237)","620","210095",10.12500000000,> 5 - 25 mg/L NO3,361321.00000000000,4619697.00000000000,"30",CHD
"POINT (416016.00003841 4629066.00001025)","621","210097",34.83333333330,> 25 mg/L NO3,416016.00000000000,4629066.00000000000,"30",CHD
"POINT (442543.999958675 4634986.99998852)","622","210099",33.58333333330,> 25 mg/L NO3,442544.00000000000,4634987.00000000000,"30",CHD
"POINT (495120.000028439 4630800.00004631)","623","210100",4.25000000000,≤ 5 mg/L NO3,495120.00000000000,4630800.00000000000,"30",CHD
"POINT (505250.999981888 4609032.00004634)","624","210101",1.87500000000,≤ 5 mg/L NO3,505251.00000000000,4609032.00000000000,"30",CHD
"POINT (545613.999963275 4628290.00000568)","625","210102",1.00675000000,≤ 5 mg/L NO3,545614.00000000000,4628290.00000000000,"30",CHD
"POINT (540943.999971075 4623514.99996034)","626","210103",4.65000000000,≤ 5 mg/L NO3,540944.00000000000,4623515.00000000000,"30",CHD
"POINT (551139.000034872 4608330.99998792)","627","210104",5.10000000000,> 5 - 25 mg/L NO3,551139.00000000000,4608331.00000000000,"30",CHD
"POINT (281455.000005532 4612225.99996084)","628","210105",8.02500000000,> 5 - 25 mg/L NO3,281455.00000000000,4612226.00000000000,"30",CHD
"POINT (273281.999971057 4599446.99998954)","629","210106",7.38333333333,> 5 - 25 mg/L NO3,273282.00000000000,4599447.00000000000,"30",CHD
"POINT (286612.000022306 4598421.00001796)","630","210107",8.40000000000,> 5 - 25 mg/L NO3,286612.00000000000,4598421.00000000000,"30",CHD
"POINT (299922.000035764 4596837.99996039)","631","210108",8.95000000000,> 5 - 25 mg/L NO3,299922.00000000000,4596838.00000000000,"30",CHD
"POINT (340064.999963901 4596684.00003055)","632","210109",10.87500000000,> 5 - 25 mg/L NO3,340065.00000000000,4596684.00000000000,"30",CHD
"POINT (348651.999997911 4605795.99995941)","633","210111",8.97000000000,> 5 - 25 mg/L NO3,348652.00000000000,4605796.00000000000,"30",CHD
"POINT (355594.999977249 4612980.99999571)","634","210112",7.50500000000,> 5 - 25 mg/L NO3,355595.00000000000,4612981.00000000000,"30",CHD
"POINT (357116.000023614 4601701.00000792)","635","210113",13.11250000000,> 5 - 25 mg/L NO3,357116.00000000000,4601701.00000000000,"30",CHD
"POINT (361412.999974107 4612094.99997545)","636","210115",26.10000000000,> 25 mg/L NO3,361413.00000000000,4612095.00000000000,"30",CHD
"POINT (396701.000017491 4609119.00002098)","637","210117",12.43333333330,> 5 - 25 mg/L NO3,396701.00000000000,4609119.00000000000,"30",CHD
